title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
Pockets: Reflections on the Anthropocene Campus Melbourne,12323,2018-11-07T10:04:37,Critical materials,contribution,keywords,"['four-day', '2011', '2018', '2010', '2002', '6 September 2018', 'four days']",7
Pockets: Reflections on the Anthropocene Campus Melbourne,12323,2018-11-07T10:04:37,Perception,contribution,keywords,"['four-day', '2011', '2018', '2010', '2002', '6 September 2018', 'four days']",7
Praying for the Water with Saundi McClain-Kloeckner,20514,2020-02-24T16:39:33,History,contribution,keywords,[],0
Praying for the Water with Saundi McClain-Kloeckner,20514,2020-02-24T16:39:33,Local knowledge,contribution,keywords,[],0
"Producing the Anthropocene, Producing the Future",11646,2018-11-07T15:00:18,Epistemology,contribution,keywords,"['July 1945', '1964']",2
"Producing the Anthropocene, Producing the Future",11646,2018-11-07T15:00:18,Future,contribution,keywords,"['July 1945', '1964']",2
"Producing the Anthropocene, Producing the Future",11646,2018-11-07T15:00:18,Human-environment relations,contribution,keywords,"['July 1945', '1964']",2
"Producing the Anthropocene, Producing the Future",11646,2018-11-07T15:00:18,Knowledge transformation,contribution,keywords,"['July 1945', '1964']",2
The Fence Concept,22858,2014-11-23T11:06:19,Landscape,contribution,keywords,[],0
Real Estate River,17789,2020-02-09T16:51:03,Capitalism,contribution,keywords,"['the summer of 1997', '1997', 'the 1990s', 'the 1980s', '1984', 'the past 40 years', 'July of 2019', '2016', '2015', '1893', 'the past decades', '2019', '2014', 'the 1960s', 'the 1980s', 'the 1960s', '1992', 'the 1980s and', '1990s', 'the twentieth century', 'the nineteenth century', 'today', 'today']",23
Real Estate River,17789,2020-02-09T16:51:03,Economy,contribution,keywords,"['the summer of 1997', '1997', 'the 1990s', 'the 1980s', '1984', 'the past 40 years', 'July of 2019', '2016', '2015', '1893', 'the past decades', '2019', '2014', 'the 1960s', 'the 1980s', 'the 1960s', '1992', 'the 1980s and', '1990s', 'the twentieth century', 'the nineteenth century', 'today', 'today']",23
Real Estate River,17789,2020-02-09T16:51:03,History,contribution,keywords,"['the summer of 1997', '1997', 'the 1990s', 'the 1980s', '1984', 'the past 40 years', 'July of 2019', '2016', '2015', '1893', 'the past decades', '2019', '2014', 'the 1960s', 'the 1980s', 'the 1960s', '1992', 'the 1980s and', '1990s', 'the twentieth century', 'the nineteenth century', 'today', 'today']",23
Real Estate River,17789,2020-02-09T16:51:03,Urbanism,contribution,keywords,"['the summer of 1997', '1997', 'the 1990s', 'the 1980s', '1984', 'the past 40 years', 'July of 2019', '2016', '2015', '1893', 'the past decades', '2019', '2014', 'the 1960s', 'the 1980s', 'the 1960s', '1992', 'the 1980s and', '1990s', 'the twentieth century', 'the nineteenth century', 'today', 'today']",23
"Redeeming Urban Spaces:  The Ambivalence of Building a Pentecostal City in Lagos, Nigeria",32373,2017-04-15T15:27:22,History,contribution,keywords,[],0
"Redeeming Urban Spaces:  The Ambivalence of Building a Pentecostal City in Lagos, Nigeria",32373,2017-04-15T15:27:22,Urbanism,contribution,keywords,[],0
Remnant Formations,22240,2014-11-23T09:51:02,Biodiversity,contribution,keywords,"['the early 2000s', 'over seventy years', 'the 1950s']",3
Remnant Formations,22240,2014-11-23T09:51:02,Human-animal relations,contribution,keywords,"['the early 2000s', 'over seventy years', 'the 1950s']",3
Reshaping the Shape,6188,2019-08-28T15:06:34,Aesthetics,contribution,keywords,['earlier in the month'],1
Reshaping the Shape,6188,2019-08-28T15:06:34,Economy,contribution,keywords,['earlier in the month'],1
Reshaping the Shape,6188,2019-08-28T15:06:34,Human-animal relations,contribution,keywords,['earlier in the month'],1
Reshaping the Shape,6188,2019-08-28T15:06:34,Landscape,contribution,keywords,['earlier in the month'],1
Reshaping the Shape,6188,2019-08-28T15:06:34,Water,contribution,keywords,['earlier in the month'],1
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Climate change,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Disaster,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Extraction,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Indigenous Rights,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Settler Colonialism,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Resisting the Oblivion of Eco-Colonialism,29137,2020-10-11T10:57:34,Water,contribution,keywords,"['over a century', 'November of 2019', 'early 2018', 'recent years', '2003', 'today', '1891', '1905', '2010', '2017', 'this year', 'Monday August 10, 2020', '6:00 p.m.', '2018', '2019', '2014', '2016', 'today', 'summer', '2019', '1860', '2017', 'the late nineteenth century', 'the early twentieth century', 'a century', 'the late nineteenth and first half of the twentieth century', '1903', '2012', 'this year', 'the 1970s', '2011', '2013', '1924', 'the early twentieth century', 'nearly twenty years', '1999', 'a modern day', 'February 1971', 'August', '1974', '1975', 'the years', '2002', 'June 2002', '2008', 'The night', 'February of 2009', '2014', 'January 2016', 'a year', '2017', 'recent years', '28(2', '2016', '2020', '88 years old', 'centuries', 'years', '2018', 'as early as 2030', 'August of this year', '2050', '2010', 'early 2017', 'March 2020', '49', '2016', '2019', '2020', '2020', '2019', 'August', 'today']",73
Résonance Végétale,10561,2016-10-14T07:47:48,Data,contribution,keywords,"['1996-98', '14, 2017', '5pm and 8pm']",3
Résonance Végétale,10561,2016-10-14T07:47:48,Naturecultures,contribution,keywords,"['1996-98', '14, 2017', '5pm and 8pm']",3
Risk As Immaterial Raw Material,23812,2017-04-15T14:09:30,Capitalism,contribution,keywords,[],0
Risk As Immaterial Raw Material,23812,2017-04-15T14:09:30,Economy,contribution,keywords,[],0
Risk As Immaterial Raw Material,23812,2017-04-15T14:09:30,Risk,contribution,keywords,[],0
Risk As Immaterial Raw Material,23812,2017-04-15T14:09:30,Technosphere,contribution,keywords,[],0
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Affect,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Agency,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Carbon,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Care,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Climate change,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Disaster,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Environmental Justice,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Extraction,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Local knowledge,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Pollution,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
Risk &#038; Equity in the Louisiana Anthropocene,28409,2020-09-04T15:58:24,Race,contribution,keywords,"['2019', '2020', 'November of 2019', 'September', 'November of 2019', '2019', 'the past decades', 'that morning', '1927', 'years', '2018', 'the year', '2018', '2007', 'Later in the afternoon', '24 Feb 2019', 'the early 1990s', 'the eighteenth century', 'today', '2015', 'later in the afternoon', 'the afternoon', 'that day', 'the end of the day', 'decades', 'the previous forty years', 'the early 1980s', 'the 1980s', 'weekly', 'the past six years', 'years', 'Three years', 'The two days', 'the 1970s', 'the end of the', 'two-day', '2019', '1998', '2017', '2016', '1022-1039', '2020', '2006', '2007', 'the twenty‐first century', '2019', '12468', '2020', '2011']",49
River Semester Project,5920,2019-08-28T13:35:17,Human-environment relations,contribution,keywords,"['June 20, 2018']",1
River Semester Project,5920,2019-08-28T13:35:17,Knowledge transformation,contribution,keywords,"['June 20, 2018']",1
Rogue Elements of the Upper Mississippi,27018,2020-07-17T16:06:20,Ecology,contribution,keywords,"['the month', 'Fall 2019', 'night', 'June 2019', 'Another day', 'winter', 'afternoon', 'the twentieth century', 'the night', 'a long day', 'dusk', 'every hour', 'the early 1980s', 'the early twentieth century', '2018', 'the 1920s', 'the 1950s', '1869', '2019', '2003', '22', '4', '2014', '1862', 'That day', 'the year', 'just a few months later', 'those hours', 'morning', '2009', '1688', '1995', 'the end of my month', 'All night', 'late one night']",35
Rogue Elements of the Upper Mississippi,27018,2020-07-17T16:06:20,Human-environment relations,contribution,keywords,"['the month', 'Fall 2019', 'night', 'June 2019', 'Another day', 'winter', 'afternoon', 'the twentieth century', 'the night', 'a long day', 'dusk', 'every hour', 'the early 1980s', 'the early twentieth century', '2018', 'the 1920s', 'the 1950s', '1869', '2019', '2003', '22', '4', '2014', '1862', 'That day', 'the year', 'just a few months later', 'those hours', 'morning', '2009', '1688', '1995', 'the end of my month', 'All night', 'late one night']",35
Rogue Elements of the Upper Mississippi,27018,2020-07-17T16:06:20,Infrastructure,contribution,keywords,"['the month', 'Fall 2019', 'night', 'June 2019', 'Another day', 'winter', 'afternoon', 'the twentieth century', 'the night', 'a long day', 'dusk', 'every hour', 'the early 1980s', 'the early twentieth century', '2018', 'the 1920s', 'the 1950s', '1869', '2019', '2003', '22', '4', '2014', '1862', 'That day', 'the year', 'just a few months later', 'those hours', 'morning', '2009', '1688', '1995', 'the end of my month', 'All night', 'late one night']",35
Rogue Elements of the Upper Mississippi,27018,2020-07-17T16:06:20,Landscape,contribution,keywords,"['the month', 'Fall 2019', 'night', 'June 2019', 'Another day', 'winter', 'afternoon', 'the twentieth century', 'the night', 'a long day', 'dusk', 'every hour', 'the early 1980s', 'the early twentieth century', '2018', 'the 1920s', 'the 1950s', '1869', '2019', '2003', '22', '4', '2014', '1862', 'That day', 'the year', 'just a few months later', 'those hours', 'morning', '2009', '1688', '1995', 'the end of my month', 'All night', 'late one night']",35
Rogue Elements of the Upper Mississippi,27018,2020-07-17T16:06:20,Water,contribution,keywords,"['the month', 'Fall 2019', 'night', 'June 2019', 'Another day', 'winter', 'afternoon', 'the twentieth century', 'the night', 'a long day', 'dusk', 'every hour', 'the early 1980s', 'the early twentieth century', '2018', 'the 1920s', 'the 1950s', '1869', '2019', '2003', '22', '4', '2014', '1862', 'That day', 'the year', 'just a few months later', 'those hours', 'morning', '2009', '1688', '1995', 'the end of my month', 'All night', 'late one night']",35
Sacrifice Zones and Portable Climate,599,2019-08-09T09:10:21,Ecology,contribution,keywords,"['1860', 'a cool morning', 'afternoon', 'the 20th Century', '1940s', 'the 20th century', 'today', '1973', 'the 1930s', '1940s', 'the 20th century']",11
Sacrifice Zones and Portable Climate,599,2019-08-09T09:10:21,Landscape,contribution,keywords,"['1860', 'a cool morning', 'afternoon', 'the 20th Century', '1940s', 'the 20th century', 'today', '1973', 'the 1930s', '1940s', 'the 20th century']",11
Sacrifice Zones and Portable Climate,599,2019-08-09T09:10:21,Mining,contribution,keywords,"['1860', 'a cool morning', 'afternoon', 'the 20th Century', '1940s', 'the 20th century', 'today', '1973', 'the 1930s', '1940s', 'the 20th century']",11
Seminar Film: Clashing Temporalities,26170,2019-12-29T13:20:29,Ethics,contribution,keywords,['2019'],1
Seminar Film: Clashing Temporalities,26170,2019-12-29T13:20:29,History,contribution,keywords,['2019'],1
Seminar Film: Clashing Temporalities,26170,2019-12-29T13:20:29,Slavery,contribution,keywords,['2019'],1
Seminar Film: Commodity Flows,26156,2019-12-29T13:05:53,Capitalism,contribution,keywords,['2019'],1
Seminar Film: Commodity Flows,26156,2019-12-29T13:05:53,Infrastructure,contribution,keywords,['2019'],1
Seminar Film: Exhaustion and Imagination,26271,2019-12-03T12:34:50,Degradation,contribution,keywords,['2019'],1
Seminar Film: Exhaustion and Imagination,26271,2019-12-03T12:34:50,Environmental Justice,contribution,keywords,['2019'],1
Seminar Film: Exhaustion and Imagination,26271,2019-12-03T12:34:50,Imaginary,contribution,keywords,['2019'],1
Seminar Film: Exhaustion and Imagination,26271,2019-12-03T12:34:50,Time,contribution,keywords,['2019'],1
Seminar Film: Un/bounded Engineering and Evolutionary Stability,26266,2019-12-03T12:29:02,Engineering,contribution,keywords,['2019'],1
Seminar Film: Un/bounded Engineering and Evolutionary Stability,26266,2019-12-03T12:29:02,Infrastructure,contribution,keywords,['2019'],1
Seminar Film: Un/bounded Engineering and Evolutionary Stability,26266,2019-12-03T12:29:02,Sedimentation,contribution,keywords,['2019'],1
Seminar Film: Un/bounded Engineering and Evolutionary Stability,26266,2019-12-03T12:29:02,Technosphere,contribution,keywords,['2019'],1
Disciplinarities: Seminar Report,22423,2014-11-23T14:31:37,Disciplinarity,contribution,keywords,['one minute'],1
Disciplinarities: Seminar Report,22423,2014-11-23T14:31:37,Knowledge production,contribution,keywords,['one minute'],1
Seminar Reflections: Algorithmic Intermediation and Smartness,18589,2016-04-23T10:06:48,Big data,contribution,keywords,[],0
Seminar Reflections: Algorithmic Intermediation and Smartness,18589,2016-04-23T10:06:48,Complexity,contribution,keywords,[],0
Seminar Reflections: Algorithmic Intermediation and Smartness,18589,2016-04-23T10:06:48,Computation,contribution,keywords,[],0
Seminar Reflections: Algorithmic Intermediation and Smartness,18589,2016-04-23T10:06:48,Governance,contribution,keywords,[],0
Seminar Reflections: Algorithmic Intermediation and Smartness,18589,2016-04-23T10:06:48,System,contribution,keywords,[],0
Seminar Report: Anthropogenic Landscapes,22778,2014-11-23T09:21:12,Architecture,contribution,keywords,"['the era of the German Democratic Republic', '1949‒90', 'Today', 'the 1970s', '1980s']",5
Seminar Report: Anthropogenic Landscapes,22778,2014-11-23T09:21:12,History,contribution,keywords,"['the era of the German Democratic Republic', '1949‒90', 'Today', 'the 1970s', '1980s']",5
Seminar Report: Anthropogenic Landscapes,22778,2014-11-23T09:21:12,Landscape,contribution,keywords,"['the era of the German Democratic Republic', '1949‒90', 'Today', 'the 1970s', '1980s']",5
Seminar Report: Filtering the Anthropocene,22494,2014-11-23T15:34:13,Complexity,contribution,keywords,[],0
Seminar Report: Filtering the Anthropocene,22494,2014-11-23T15:34:13,Knowledge transformation,contribution,keywords,[],0
Seminar Report: Slow Media,23475,2014-11-23T11:49:50,Media,contribution,keywords,"['today', '2011']",2
Seminar Report: Slow Media,23475,2014-11-23T11:49:50,Representation,contribution,keywords,"['today', '2011']",2
Sever. Pre-emptive Strategy for an Open Arctic,28146,2018-11-06T15:26:50,Climate change,contribution,keywords,[],0
Sever. Pre-emptive Strategy for an Open Arctic,28146,2018-11-06T15:26:50,Technosphere,contribution,keywords,[],0
Shadowing the Anthropocene,20196,2016-04-23T14:24:41,Anthropology,contribution,keywords,"['nineteenth-century', 'the nineteenth century', 'twenty-first century', '2016', 'nineteenth-century', 'the twenty-first century']",6
Sharing Surveillance Data,22301,2014-11-23T10:47:18,Data,contribution,keywords,"['1964', 'the year']",2
Significant and Insignificant Mounds: Presentation,4253,2019-08-25T15:30:34,Deep time,contribution,keywords,"['our present day', 'March 10, 2019']",2
Significant and Insignificant Mounds: Presentation,4253,2019-08-25T15:30:34,Epistemology,contribution,keywords,"['our present day', 'March 10, 2019']",2
Significant and Insignificant Mounds: Presentation,4253,2019-08-25T15:30:34,History,contribution,keywords,"['our present day', 'March 10, 2019']",2
Significant and Insignificant Mounds: Presentation,4253,2019-08-25T15:30:34,Landscape,contribution,keywords,"['our present day', 'March 10, 2019']",2
Significant and Insignificant Mounds: Presentation,4253,2019-08-25T15:30:34,Urbanism,contribution,keywords,"['our present day', 'March 10, 2019']",2
Slow Disaster,10755,2017-10-22T09:26:35,Climate change,contribution,keywords,[],0
Slow Disaster,10755,2017-10-22T09:26:35,Scenario,contribution,keywords,[],0
Social Witnessing,30013,2020-11-25T12:12:13,Agriculture,contribution,keywords,"['October 31, 2020']",1
Social Witnessing,30013,2020-11-25T12:12:13,Capitalism,contribution,keywords,"['October 31, 2020']",1
Social Witnessing,30013,2020-11-25T12:12:13,Ecology,contribution,keywords,"['October 31, 2020']",1
"Somewhere, Somehow. A Co-Evolution Story",22580,2014-11-23T09:58:29,Human-environment relations,contribution,keywords,"['the twenty-first century', 'the last few decades', 'decades', 'the past 14 days', 'One week later', 'seventy-one', 'fifteen days']",7
"Somewhere, Somehow. A Co-Evolution Story",22580,2014-11-23T09:58:29,Hybrid,contribution,keywords,"['the twenty-first century', 'the last few decades', 'decades', 'the past 14 days', 'One week later', 'seventy-one', 'fifteen days']",7
"Somewhere, Somehow. A Co-Evolution Story",22580,2014-11-23T09:58:29,Knowledge transformation,contribution,keywords,"['the twenty-first century', 'the last few decades', 'decades', 'the past 14 days', 'One week later', 'seventy-one', 'fifteen days']",7
"Somewhere, Somehow. A Co-Evolution Story",22580,2014-11-23T09:58:29,Scenario,contribution,keywords,"['the twenty-first century', 'the last few decades', 'decades', 'the past 14 days', 'One week later', 'seventy-one', 'fifteen days']",7
Sounding Landscapes,21638,2014-11-23T16:08:27,Aesthetics,contribution,keywords,"['early October 2014', 'over a hundred years', 'eleven years', 'about seventy years', 'over a century', '2014', '1968–2014', 'November 2014']",8
Sounding Landscapes,21638,2014-11-23T16:08:27,History,contribution,keywords,"['early October 2014', 'over a hundred years', 'eleven years', 'about seventy years', 'over a century', '2014', '1968–2014', 'November 2014']",8
Sounding Landscapes,21638,2014-11-23T16:08:27,Landscape,contribution,keywords,"['early October 2014', 'over a hundred years', 'eleven years', 'about seventy years', 'over a century', '2014', '1968–2014', 'November 2014']",8
Sounding Landscapes,21638,2014-11-23T16:08:27,Naturecultures,contribution,keywords,"['early October 2014', 'over a hundred years', 'eleven years', 'about seventy years', 'over a century', '2014', '1968–2014', 'November 2014']",8
Specifics of Vulnerability,28216,2020-08-31T15:41:37,Agency,contribution,keywords,"['November', 'these two days', 'two-day', 'the hour', 'the past couple of years', 'Several years ago', 'November', 'February 2019', 'one day', 'today', 'the 1500s', 'today']",12
